"Nº pers","Bruto perc"
122175,32369.49
122173,23588.1
122168,10089.98
122164,23883.04
122153,28597.26
122194,21493.04
122193,22279.04
122192,33219.52
122191,24863.45
122189,28306.02
122201,14823.63
122199,33443.49
122198,31597.5
122197,23023.73
122195,27467.87
122206,33492.18
122205,33422.84
122204,23503.46
122203,23671.68
122202,18151.89
122211,28938.49
122210,19429.83
122209,25980.61
122208,26342.2
122207,31782.69
122218,30397.73
122216,31948.92
122214,25992.12
122213,30989.7
122212,26075.78
122225,24163.08
122224,25718.1
122223,30809.48
122220,25134.96
122219,25330.56
122231,26123.56
122230,20797.13
122228,25816.58
122227,30399.62
122226,32217.05
122238,25223.48
122237,20942.61
122235,24455.98
122234,28980.62
122233,20475.4
122243,23693.74
122242,25780.42
122241,28615.36
122240,19869.27
122239,20113.03
122248,24351.44
122247,21490.96
122246,23911.83
122245,20188.37
122244,25382.7
122256,26565.1
122254,11353.69
122251,26378.07
122250,25442.52
122249,19501.97
122264,24817.36
122263,29067.85
122260,27112.55
122258,30528.77
122257,23591.24
122272,20133.76
122270,24370.16
122269,26468.79
122267,20532.5
122266,22153.25
122277,6321.97
122276,20851.24
122275,19765.9
122274,26040.31
122273,19160.98
122283,23658.16
122282,21280.89
122281,25535.06
122280,19440.67
122279,19208.86
122290,20475.33
122288,21069.14
122287,18423.13
122285,21055.97
122284,24073.85
122297,21268.77
122296,21201.15
122294,8444.46
122293,19926.95
122292,20864.13
122302,25120.87
122301,28039.56
122300,25914.73
122299,26866.47
122298,24001.4
122309,23910.69
122307,20971.03
122306,25276.58
122305,20931.05
122304,25836.6
122317,23582.83
122316,21409.38
122313,28559.83
122312,23169.77
122311,19239.62
122323,20767.45
122322,11174.12
122320,25839.36
122319,20942.61
122318,28325.46
122336,25318.1
122334,21156.35
122326,21622.99
122325,23917.81
122324,23817.28
122358,25222.14
122349,28455.18
122345,24663.91
122344,23091.1
122337,28912
122364,31207.03
122363,29550.75
122362,26943.94
122360,25042.51
122359,20907.39
122378,22166.7
122374,31784.98
122371,24653.05
122369,27045.5
122365,30218.87
122399,35697.07
122398,21103
122397,22237.92
122382,685.48
122380,26668.55
122406,27601.64
122405,26363.69
122402,25631.24
122401,35899.05
122400,36541.12
122420,23352.98
122419,20388.63
122414,16538.29
122413,29149.45
122412,24877.96
122429,31537.36
122428,28525.85
122427,30029.08
122424,31529.06
122423,26830.76
122437,32848.32
122435,21842.97
122434,15978.6
122432,29569.93
122430,25883.5
122444,21386.34
122443,27751.61
122442,32311.23
122440,12652.68
122439,26827.05
122454,30347.85
122449,28486.12
122448,37022.37
122447,16485.67
122445,30575.43
122462,22525.71
122458,26323.85
122457,16611.52
122456,24663.91
122455,20277.47
122474,20033.38
122473,14995.08
122469,7233.6
122465,22008.68
122463,24358.07
122481,26012.91
122479,22903.62
122478,24018.79
122477,25223.48
122475,21953.76
122490,25993.63
122488,22111.48
122487,24435.27
122486,23768.78
122484,22432.54
122503,25020.17
122502,21765.12
122495,20864.13
122493,21291.82
122491,10907.96
122510,15554.61
122509,33842.76
122507,23116.1
122505,26746.03
122504,23733.63
122518,8513.68
122516,25440.39
122514,24577.63
122513,28235.86
122512,23431.94
122534,30047.24
122530,21981.47
122523,15147.66
122521,20616.82
122519,14787.51
122546,22618.3
122545,15575.03
122541,23652.71
122539,30325.02
122538,26942.79
122554,26859.65
122553,23525
122551,24500.57
122549,22408.66
122548,25640.56
122570,27620.21
122569,15549.88
122563,21409.38
122561,26847.66
122557,21276.03
122589,26390.77
122585,22820.18
122577,11103.85
122576,24525.17
122572,21943.4
122618,21089.89
122608,26045.35
122603,27696.37
122600,15867.74
122591,27834.21
122636,24956.04
122635,28441.39
122629,19102.74
122627,25922.52
122623,12652.47
122647,15468.55
122645,24868.29
122644,23700.75
122643,19162.35
122640,26008.64
122656,23977.56
122655,25653.77
122650,29132.25
122649,23948.41
122648,22103.33
122671,17335.07
122668,21210.82
122667,21352.77
122658,35954.26
122657,21020.54
122676,30199.55
122675,24339.98
122674,19504.18
122673,23724.51
122672,24189.06
122682,14056.82
122680,24424.48
122679,24450.77
122678,24267.46
122677,30855.62
122688,17384.07
122687,11896.41
122686,20101.75
122685,20864.13
122684,27162.75
122693,8184.23
122692,25557.54
122691,25160.39
122690,19830.92
122689,6863.45
122700,21605.56
122699,22543.64
122698,23869.05
122695,23138.2
122694,5784.64
122705,24426.66
122704,26731.29
122703,25915.74
122702,23503.06
122701,26981.94
122712,20851.24
122710,29028.78
122709,18915.57
122707,27272.13
122706,25029.39
122721,25042.51
122720,21923.95
122719,19751.38
122718,25120.87
122717,23652.28
122728,23988.55
122727,22128.34
122726,24276.26
122725,23833.51
122724,26075.78
122733,23768.78
122732,19085.71
122731,27516.45
122730,20229.28
122729,26342.2
122739,20578.73
122738,23388.44
122737,2358.29
122736,27449.36
122735,21787.13
122746,24368.5
122744,22858.3
122743,33042.86
122741,17603.46
122740,23700.9
122751,33150.34
122750,32544.25
122749,25274.84
122748,26795.56
122747,31770.07
122757,25817.31
122756,33452.33
122755,39411.47
122754,5696.44
122752,34175.84
122762,27349.6
122761,26056.61
122760,23600.66
122759,30399.62
122758,28221.16
122767,21397.05
122766,24571.72
122765,22486.07
122764,26642.31
122763,24165.68
122773,25497.28
122772,20738.06
122770,21933.37
122769,14605.47
122768,21916.24
122778,24099.21
122777,20809.73
122776,20340.39
122775,25618.67
122774,22992.5
122784,19691.52
122783,23591.24
122782,25110.43
122780,10441.33
122779,21999.98
122790,23873.09
122789,25362.41
122788,18981.62
122786,10681.74
122785,20767.45
122795,19924.72
122794,21935.36
122793,24247.9
122792,23469.8
122791,25999.4
122800,25203.6
122799,14724.94
122798,1274.27
122797,19731.13
122796,23724.51
122813,25340.77
122811,16359.21
122810,30827.42
122808,28028.04
122801,19840.25
122818,27887.76
122817,29920.9
122816,27795.17
122815,28190.03
122814,35993.19
122824,32935.01
122823,37626.82
122822,28690.86
122821,30136.52
122819,39761.72
122829,32175.51
122828,36884.52
122827,35859.19
122826,34805.35
122825,24805.76
122834,34816.63
122833,27165.33
122832,26635.87
122831,33811.11
122830,30330.67
122841,25108.01
122840,24585.79
122839,28896.98
122838,30711.65
122835,28301.1
122846,24956.04
122845,22970.42
122844,24525.17
122843,30929.4
122842,28523.41
122852,31456.96
122851,29936.74
122850,31288.01
122848,28111.99
122847,23178.11
122858,23742.22
122857,26866.47
122855,29392.06
122854,20859.79
122853,22626.45
122863,31382.76
122862,23622.8
122861,29487.77
122860,25844.01
122859,25179.72
122868,27611.99
122867,22533.89
122866,26307.63
122865,28732.68
122864,26575.04
122874,28530.61
122873,24099.21
122872,22762.28
122871,22388.91
122870,25088.99
122880,26888.56
122879,24863.45
122878,27276.13
122876,24678.26
122875,29528.69
122889,10626.08
122888,21895.19
122886,24590.1
122883,28737.61
122881,29061.54
122897,29127.39
122896,22975.19
122895,24823.37
122892,21943.4
122890,23557.03
122904,21455.34
122903,22730.8
122900,35487.94
122899,24319.06
122898,10130.16
122917,22960.28
122914,25600.29
122909,22951.22
122908,32346.03
122905,24729.33
122922,20327.84
122921,29351.49
122920,27886.52
122919,31363.72
122918,28224.8
122927,27443.56
122926,34181.11
122925,24678.26
122924,20774.56
122923,35569.33
122933,22632.45
122931,27345.07
122930,22711.75
122929,30512.23
122928,26490.02
122940,20731.81
122937,32275.05
122936,26575.96
122935,25726.03
122934,32458.92
122946,24403.84
122945,26996.34
122943,22279.04
122942,22128.59
122941,24908.79
122951,22443.21
122950,22462.59
122949,30341.97
122948,22823.04
122947,31383.18
122956,24009.13
122955,22032.75
122954,23647.48
122953,22844.97
122952,24499.4
122961,30922.36
122960,22601.3
122959,19691.71
122958,8547.75
122957,23557.03
122966,24868.74
122965,29538.34
122964,14532.43
122963,22525.71
122962,22993.12
122971,31005.68
122970,29115.36
122969,22710.9
122968,25790.91
122967,22105.15
122976,24785.65
122975,17055.3
122974,24392.01
122973,24094.1
122972,21293.74
122982,26977.56
122981,31168.01
122979,25317.36
122978,25246.81
122977,26952.24
122989,26307.13
122988,22059.1
122987,27367.4
122986,27357.26
122983,23628.65
122994,24907.79
122993,23101.31
122992,21021.27
122991,25196.78
122990,21576.83
123001,24622.44
123000,27120.94
122999,27449
122998,27028.35
122997,25994.31
123008,25934.98
123006,27413.74
123005,25808.51
123003,29409.4
123002,11514.14
123013,24824.31
123012,16119.82
123011,22803.44
123010,23988.02
123009,26350.04
123018,23188.1
123017,15141.27
123016,28381.59
123015,20108.99
123014,21201.15
123023,22386.52
123022,13403.73
123021,23795.06
123020,25457.71
123019,22144.1
123029,27162.36
123028,21568.94
123027,23793.26
123026,26193.3
123025,18742.91
123034,26160.5
123033,10711.83
123032,20314.18
123031,21176.58
123030,22093.72
123039,24236.68
123038,26782.88
123037,18234.49
123036,24644.59
123035,24571.72
123045,11189.36
123044,10843.55
123043,20864.13
123041,23997.72
123040,23800.41
123050,20470.38
123049,25992.12
123048,23438.66
123047,19259.59
123046,23963.39
123055,10212.77
123054,22154.11
123053,24098.78
123052,21923.95
123051,23354.83
123062,12961.67
123061,21233.13
123060,21652.51
123058,20785.77
123057,24344.98
123075,23774.14
123072,17232.05
123067,23031.94
123064,44561.16
123063,10219.12
123093,29522.84
123089,24093.34
123088,22514.9
123079,27938.64
123076,29830.29
123105,23733.63
123104,24465.87
123103,20519.35
123097,22992.5
123096,25565.58
123123,24103.82
123122,24322.22
123111,14446.78
123110,27876.9
123107,23322.28
123128,19919.69
123127,23321.22
123126,23989.08
123125,22417
123124,26832.29
123136,5834.66
123135,26650.13
123132,23637.85
123130,23532.45
123129,19356.55
123154,25449.99
123150,25155.64
123149,29978.39
123147,25422.63
123145,25970.06
123168,17803.62
123167,26058.77
123166,22382.8
123163,23637.01
123160,33941.97
140004,39441.68
140002,31089.98
123174,23253.15
123171,19876.08
123170,19650.78
140011,29023.1
140010,33194.48
140009,28642.86
140006,33697.31
140005,33390.98
140018,27735.56
140016,33836.33
140015,39891.47
140014,37560.22
140013,36704.8
140025,23645.67
140023,26797.76
140021,21943.4
140020,23565.18
140019,34043.36
140030,31869.76
140029,31572.97
140028,27765.02
140027,34724.29
140026,24851.73
140046,19758.12
140042,22068.07
140041,29416.85
140038,33546.7
140035,22669.34
140054,30232.43
140053,35456.26
140052,23715.44
140050,24189.25
140047,22526.08
140069,22643.48
140067,20169.15
140064,28091.16
140059,33322.19
140058,36191.72
140084,37145.27
140080,37930.75
140076,29519.66
140075,30887.03
140071,24365.69
140105,31812.78
140104,27938.64
140101,34175.97
140092,26413.94
140088,29097.26
140112,29468.64
140111,22942.46
140109,25288.48
140108,24479.66
140106,30864.37
140119,23249.73
140118,30667.21
140116,29165.22
140115,28640.13
140114,21639.89
140141,19656.9
140139,30805.87
140137,30218.87
140134,31368.01
140130,25887.08
140151,35563.56
140150,33150.34
140149,27072.74
140146,25312.96
140144,29533.5
140157,20245.76
140156,21498.12
140155,25914.97
140154,30345.85
140153,26824.91
140165,33253.8
140164,32767.73
140163,35257.73
140159,35669.96
140158,29239.08
140179,34285.43
140178,20045.42
140176,23411.8
140172,30842.45
140168,29183.34
140188,28485.5
140187,35265.67
140183,23101.96
140182,30492.21
140180,31917.06
140193,26084.74
140192,23674.48
140191,22760.4
140190,36405.61
140189,28335.44
140199,32785.47
140197,35861.67
140196,30005.31
140195,33836.16
140194,35940.42
140205,29276.43
140204,33016.01
140202,19409.64
140201,29887.49
140200,28533.99
140211,33730.83
140210,29159.46
140209,27768.02
140208,29945.86
140206,14642.38
140220,16296.81
140218,29765.26
140216,20040.68
140213,26953.16
140212,19613.6
140228,35203.35
140227,39891.47
140226,37286.7
140225,36697.47
140221,25908.73
140235,26511.01
140233,30517.23
140231,27111.15
140230,22636.93
140229,26397.42
140248,23591.24
140246,23329.91
140242,21419.81
140241,28245.09
140240,26731.87
140257,40635.28
140254,26742.68
140253,23471.89
140252,23667.21
140251,26450.39
140263,28123.83
140262,28525.12
140260,29980.32
140259,28035.96
140258,33426.17
140270,26741.23
140269,26943.08
140268,6728.52
140265,32124.69
140264,30992.72
140279,38378.85
140278,40736.16
140277,13867.72
140276,35861.67
140273,36086.34
140284,30979.62
140283,35111.06
140282,32398.46
140281,27691.02
140280,27388.77
140290,17163.58
140289,33705.81
140288,34893
140287,33994.48
140286,30343.56
140295,33136.66
140294,32559.2
140293,20412.5
140292,30248.07
140291,31225.91
140300,32388.46
140299,33486.95
140298,24025.91
140297,34183.37
140296,11867.71
140305,40338.24
140304,24001.4
140303,25994.71
140302,31225.2
140301,35182.23
140313,39175.39
140312,31712.87
140311,23938.13
140310,33016.01
140309,28147.22
140320,32556.82
140317,30221.02
140316,22423.41
140315,29704.77
140314,44043.81
140326,12165.68
140325,34441.19
140324,33874.95
140323,21493.04
140322,29655.85
140332,33930.92
140331,25581.17
140329,32162.06
140328,27758.78
140327,26792.25
140337,30539.36
140336,31436.93
140335,30139.83
140334,36211.1
140333,11887.2
140342,27184.68
140341,20125.63
140340,27582.83
140339,25980.61
140338,30342.2
140348,27582.83
140347,29529.77
140345,23939.05
140344,33274.79
140343,30047.24
140356,19140.43
140355,20179.76
140352,24001.4
140351,15103.62
140350,26206.84
140362,23347.53
140361,24053.05
140360,28073.54
140359,24871.01
140358,28436.03
140367,23917.82
140366,20432.26
140365,20942.61
140364,22536.83
140363,25199.35
140376,32429.58
140375,28915.12
140374,33479.32
140371,40310.26
140368,23620.2
140381,38998.77
140380,32626.42
140379,38565.21
140378,28808.76
140377,33702.94
140387,33016.01
140386,37390.74
140384,20769.35
140383,27479.7
140382,21272.45
140393,33180.84
140392,24325.54
140390,32846.58
140389,30161.12
140388,39881.99
140400,30176.09
140399,23910.66
140397,29936.74
140396,24081.62
140395,29274.91
140406,29518.27
140405,24873.15
140404,23433.53
140403,35948.45
140401,36369.33
140412,24539.16
140411,14945.28
140410,28819.16
140409,27675.42
140408,29823.43
140417,24858.45
140416,27368.72
140415,27641.64
140414,22642.89
140413,23822.13
140423,29380.45
140422,27735.56
140421,30551.11
140420,24868.84
140418,29674.76
140431,26286.23
140430,26104.43
140428,25728.26
140427,23067.57
140426,25890.81
140438,24544.92
140435,12110.12
140434,32291.6
140433,25318.1
140432,11103.85
140449,22167.52
140444,20671.22
140443,30312.24
140442,32576.72
140440,31047.59
140455,21805.37
140454,21146.94
140453,16315.99
140451,20606.09
140450,23911.7
140462,25037.35
140461,20802.14
140458,21815.75
140457,19504.18
140456,20574.28
140468,34546.77
140467,19105.07
140465,28747.65
140464,19575.66
140463,18821.27
140473,22508.97
140472,26639.4
140471,25725.39
140470,23635.22
140469,25630.49
140478,8675.64
140477,24342.72
140476,1424.19
140475,21689.14
140474,28827.31
140483,31459.98
140482,26409.18
140481,21706.59
140480,8152.98
140479,27214.98
140488,20700.59
140487,20475.4
140486,20656.6
140485,23702.72
140484,20179.76
140493,26833.51
140492,23395.81
140491,17738.54
140490,23628.37
140489,21481.29
140499,23652.28
140498,23300.27
140497,23431.24
140495,24444
140494,25760.7
140505,15615.05
140504,20945.88
140503,15988.51
140502,21856.67
140500,26390.98
140510,24029.67
140509,24226.42
140508,22975.19
140507,24925.34
140506,20613.59
140528,35113.77
140526,33836.33
140522,27686.29
140517,59892.85
140513,36254.48
140535,34982.59
140533,23906.95
140532,33835.59
140531,37330.48
140529,26662.39
140540,35541.8
140539,30499.76
140538,34627.88
140537,28348.8
140536,37843.14
140545,29822.74
140544,31365.93
140543,30431.62
140542,31855.07
140541,31599.2
140550,31469.39
140549,32893.46
140548,33549.77
140547,36522.45
140546,36383.89
140556,29569.93
140555,3667.83
140553,30709.86
140552,35206.08
140551,36170.05
140565,28337.84
140560,25393.67
140559,28801.23
140558,30249.58
140557,28348.8
140634,23519.33
140606,28725.84
140602,24460.04
140584,35992.89
140577,47816.27
140680,31300.47
140673,19836.67
140657,40795.55
140654,32995.47
140647,37069.28
140719,26505.27
140717,40874.16
140713,32387.66
140709,29253.4
140696,31636.5
140739,33294.08
140738,29143.29
140736,30520.69
140727,27480.65
140724,32685.63
140755,29925.76
140747,31744.71
140746,15685.04
140743,22989.62
140742,30636.42
140761,33678.35
140760,33599.3
140759,27801.2
140757,30615.73
140756,28364.35
140771,37870.92
140770,35152.91
140768,31899.6
140766,33548.86
140764,40321.1
140776,29344.76
140775,33801.7
140774,29692.47
140773,34107.46
140772,39083.96
140781,28795.95
140780,31689.45
140779,29621.7
140778,33761.69
140777,31845.81
140786,37463.78
140785,30389.62
140784,33173.76
140783,33301.2
140782,34831.05
140791,30921.92
140790,23853.46
140789,30951.25
140788,26838.26
140787,44071.15
140796,27818.93
140795,27800.48
140794,29916.87
140793,34265.96
140792,34693.13
140801,28287.93
140800,33352.6
140799,28157.21
140798,34040.34
140797,31435.65
140807,31772.69
140806,34287.72
140805,19880.18
140804,37111.93
140802,28157.21
140812,31020.57
140811,27714.78
140810,35799.05
140809,31934.06
140808,28253.44
140820,29552.12
140819,28005.26
140816,33565.69
140815,28098.68
140814,28051.8
140826,36430.18
140825,8383.65
140823,16468.11
140822,33565.69
140821,33356.53
140832,27456.89
140831,34371
140830,28030.6
140828,28791.62
140827,33701.48
140839,34305.09
140838,27808.94
140837,36608.84
140836,28238.57
140834,29650.25
140844,34542.42
140843,27691.02
140842,28881.81
140841,36611.95
140840,34841.95
140849,29262.84
140848,28665.82
140847,30632.22
140846,32722.18
140845,36183.66
140854,33745.01
140853,28147.22
140852,31343.06
140851,32334.29
140850,25801.78
140859,27691.02
140858,35988.2
140857,33368.7
140856,33759.86
140855,33651.59
140865,21424.07
140864,36243.35
140863,37682.69
140861,27795.17
140860,33637.54
140870,32945.1
140869,27795.17
140868,30842.29
140867,36506.37
140866,31542.94
140875,30974.54
140874,31410.5
140873,33792.93
140872,37381.7
140871,28900.8
140881,33382.23
140880,32636.31
140878,28900.8
140877,32691.63
140876,35363.35
140886,20882.97
140885,28946.56
140884,37085.53
140883,33260.93
140882,27251.25
140891,39425.13
140890,29452.52
140889,32992.79
140888,36974.48
140887,33723.21
140896,33670.95
140895,25798.22
140894,28134.42
140893,27520.11
140892,31688.48
140901,30248.07
140900,34062.04
140899,33518.26
140898,34781.85
140897,29129.74
140906,32913.53
140905,39124.83
140904,36352.69
140903,33016.01
140902,27809.03
140911,29586.65
140910,30677.7
140909,30457.4
140908,26612.49
140907,33787.96
140916,31770.07
140915,27901.53
140914,30885.56
140913,32834.56
140912,30672.44
140921,29169.12
140920,29814.37
140919,29042.87
140918,36879.47
140917,30933.28
140927,26304.83
140926,38063.42
140925,35099.79
140923,34781.08
140922,32962.88
140933,30317.12
140932,15905.92
140930,27795.17
140929,27803.09
140928,32130.35
140938,33038.12
140937,27887.76
140936,27704.79
140935,32769.26
140934,27704.79
140943,32021.77
140942,27178.24
140941,37154.38
140940,28027.03
140939,35658.37
140948,32042.39
140947,35503.95
140946,30610.76
140945,28626.05
140944,27956.98
140953,33468.88
140952,28966.14
140951,28576.84
140950,31770.07
140949,34946.8
140958,29267.62
140957,36863.27
140956,30529.24
140955,39251.8
140954,30875.07
140963,31573.87
140962,29604.36
140961,31110.18
140960,23219.69
140959,10421.99
140969,33375.84
140968,40077.27
140967,36898.07
140966,29148.08
140964,26734.52
140975,32940.29
140974,33272.85
140972,37892.11
140971,33870.36
140970,32209.41
140980,29794.9
140979,29964.24
140978,30248.07
140977,33096.89
140976,32740.57
140985,31840.47
140984,35561.58
140983,25340.77
140982,28119.39
140981,29114.18
140990,33302.83
140989,30979.62
140988,28966.14
140987,28089.05
140986,38608.63
140995,30027.82
140994,27549.48
140993,32482.26
140992,30128.99
140991,26643.11
141001,27979.11
141000,29427.02
140999,36893.93
140998,28779.5
140997,39309.77
141006,30473.3
141005,36080.35
141004,23894.08
141003,37291.2
141002,32299.39
141011,32635.69
141010,27955.55
141009,26142.6
141008,32381.17
141007,35092.81
141016,29512.69
141015,26880.32
141014,35358.95
141013,33765.68
141012,27446.59
141021,27456.89
141020,29678.48
141019,28806.74
141018,35411.46
141017,30144.1
141026,33238.58
141025,29250.91
141024,32740.57
141023,32594.55
141022,28682.62
141032,32042.84
141031,27549.48
141030,30667.4
141029,33285.93
141027,27276.13
141039,27642.08
141038,27687.13
141037,27343.84
141036,19436.96
141035,26462.69
141044,28714.16
141043,33864.8
141042,38978.01
141041,33348.87
141040,27432.91
141049,33170.97
141048,35292.06
141047,39955.62
141046,32108.87
141045,39792.28
141054,33468.43
141053,33596.27
141052,29923.98
141051,25923.14
141050,28686.17
141059,30790.54
141058,31562.93
141057,27686.29
141056,32800.85
141055,32843.32
141064,32833.16
141063,25153.15
141062,27768.02
141061,32137.21
141060,22743.55
141069,30528.86
141068,29379.76
141067,18339.82
141066,27997.36
141065,26980.15
141074,31507.38
141073,21177.75
141072,27165.33
141071,26443.59
141070,25548.08
141079,24467.63
141078,36188.56
141077,30496.81
141076,27456.89
141075,31770.07
141084,32629.33
141083,27549.48
141082,27276.13
141081,33807.48
141080,29670.05
141089,28119.39
141088,26257.44
141087,33526.64
141086,25481.2
141085,35691.6
141094,35973.84
141093,24935.57
141092,32843.32
141091,31365.93
141090,35586.57
141099,26643.11
141098,29778.99
141097,36104.55
141096,27072.74
141095,31147.6
141105,36352.69
141103,27737.35
141102,36988.59
141101,27549.48
141100,30653.14
141110,37642.47
141109,32667.56
141108,27705.42
141107,31195.26
141106,32371.22
141115,37313.64
141114,29949.21
141113,28971.51
141112,31955.26
141111,26861.41
141120,32480.13
141119,30276.32
141118,31506.9
141117,26983.97
141116,33065.12
141125,29130.1
141124,33219.87
141123,36628.87
141122,33622.97
141121,32184.7
141130,28956.5
141129,33130.9
141128,13543.77
141127,25015.42
141126,29145.53
141136,29367.5
141135,28847.04
141134,35600.5
141133,23591.24
141131,32391.98
141141,33306.88
141140,26643.11
141139,27424.78
141138,27786.03
141137,10307.89
141147,26339.6
141146,26735.7
141145,23491.93
141144,26382.46
141143,26241.02
141152,26241.02
141151,26293.02
141150,28550.05
141149,22079.82
141148,31575.41
141157,26404.1
141156,41239.82
141155,17334.07
141154,28101.88
141153,33422.56
141162,32716.5
141161,26543.28
141160,28216.72
141159,30916.34
141158,28281.88
141167,27524.33
141166,26536.18
141165,30070.55
141164,36352.76
141163,31968.6
141172,30267.66
141171,26832.83
141170,31551.12
141169,27512.49
141168,34281.78
141177,29513.68
141176,33209.73
141175,29678.99
141174,26945.69
141173,30759.33
141182,28105.05
141181,31599.49
141180,29165.22
141179,36159.03
141178,30047.24
141188,29384.74
141187,25505.24
141186,23966.87
141185,31765.45
141184,30815.32
141193,30540.64
141192,32032.85
141191,22872.16
141190,30017.85
141189,35995.49
141198,28274.67
141197,27131.33
141196,29427.98
141195,35257.73
141194,25082.58
141203,29427.24
141202,31469.08
141201,28201.09
141200,36046.86
141199,32783.75
141209,35182.23
141208,31770.07
141207,38246.08
141206,27907.08
141204,23461.41
141214,11458.46
141213,38003.34
141212,32378.59
141211,11940.08
141210,29958.68
141219,24339.3
141218,25958.78
141217,31135.35
141216,32075.69
141215,28295.55
141224,28533.99
141223,37943.95
141222,25890.81
141221,33583.45
141220,26763.24
141229,25187.68
141228,25093.15
141227,29884.26
141226,24654.69
141225,29946.59
141235,29225.8
141234,28533.99
141233,26866.27
141231,29695.68
141230,29339.26
141240,24232.87
141239,26391.44
141238,28348.8
141237,31553.32
141236,31339.25
141246,24729.43
141245,28348.8
141244,20390.07
141242,33490.15
141241,33264.74
141251,25714.19
141250,26391.44
141249,33836.16
141248,12783.54
141247,28178.2
141257,33836.16
141256,25340.77
141254,30387.2
141253,24454.3
141252,33530.36
141262,27768.02
141261,24010.58
141260,24344.55
141259,30232.43
141258,27780.71
141267,34281.78
141266,33211.27
141265,22298.93
141264,29601.76
141263,34403.95
141273,26206.25
141272,31943.59
141271,30413.77
141269,20994.23
141268,26206.25
141279,33729.82
141278,32888.2
141277,26397.42
141275,29279.41
141274,26490.02
141284,28737.61
141283,22672.05
141282,32502.62
141281,26325.3
141280,24265.73
141290,27186.97
141288,34301.13
141287,24770.98
141286,23676.92
141285,29126.25
141295,35271.07
141294,24905.02
141293,20977.38
141292,26934.57
141291,31165
141302,27661
141301,29890.16
141300,33047.02
141299,21576.83
141296,30426.1
141307,28215.8
141306,23145.32
141305,29208.29
141304,23711.69
141303,28376.37
141312,21261.94
141311,31772.84
141310,17003.61
141309,30337.71
141308,27186.97
141317,29503.37
141316,33624.11
141315,26130.84
141314,33346.39
141313,12579.83
141322,27542.7
141321,23460.53
141320,27715.06
141319,30206.45
141318,28251.78
141330,28090.84
141329,28146.11
141327,21067.41
141326,24076.54
141324,30855.62
141335,33071.31
141334,29843.89
141333,23366.82
141332,24585.79
141331,30709.86
141340,26149.57
141339,29510.52
141338,25622.07
141337,21424.5
141336,32882.93
141346,23280.81
141345,29427.24
141344,31499
141342,28090.63
141341,12262.01
141351,28437.98
141350,32475.14
141349,21121.54
141348,12140.94
141347,22468.71
141359,29427.24
141357,24867.34
141354,21999.56
141353,30165.12
141352,22214.97
141365,28006.63
141364,26355.23
141362,29668.45
141361,31685.97
141360,24863.45
141370,28123.83
141369,31743.9
141368,31584.89
141367,25913.45
141366,28977.33
141376,26037.94
141375,21371.4
141374,27151.75
141372,30146.84
141371,34047.86
141381,27871.48
141380,16748.07
141379,24304.2
141378,30385.93
141377,26264.48
141387,25157.43
141386,24932.42
141385,24678.26
141383,28352.93
141382,35861.67
141393,28194.95
141392,25303.49
141390,25971.72
141389,27695.92
141388,30190.32
141399,26152.84
141398,23486.26
141397,27938.64
141396,23922.24
141395,26225.22
141404,7804.47
141403,30709.86
141402,26491.59
141401,31696.13
141400,27257.86
141410,27648.79
141409,26525
141408,27002.16
141407,29515.92
141405,30862.17
141415,29198.24
141414,29797.24
141413,27687.77
141412,28433.4
141411,23121.13
141420,25794.11
141419,24956.04
141418,22863.99
141417,26903.91
141416,25078.38
141426,6128.93
141424,30202.26
141423,23980.25
141422,28045.9
141421,25015.3
141432,29533.41
141431,36281.84
141430,27044.84
141429,13363.93
141427,36535.68
141437,30952.32
141436,21540.06
141435,28896.41
141434,25373.43
141433,32657.82
141442,31138.46
141441,24525.17
141440,30908.39
141439,28916.13
141438,32754.32
141448,35982.72
141447,27349.35
141446,25656.97
141444,27308.36
141443,33331.83
141454,24194.92
141452,27512.49
141451,25983.41
141450,17815.98
141449,33340.47
141459,24184.11
141458,29114.18
141457,27276.13
141456,24730.78
141455,26813.92
141466,27062.66
141464,29299.37
141463,30047.24
141462,27696.39
141461,26390.77
141472,22490.47
141471,17346.55
141470,27512.49
141469,13311.5
141467,23842.84
141478,25095.08
141477,31300.47
141476,22963.51
141475,28086.56
141474,28168.98
141483,29583.48
141482,12357.21
141481,27674.96
141480,30305.14
141479,28686.95
141489,28897.61
141488,30730.66
141486,26659.79
141485,31281.34
141484,22820.18
141494,25186.57
141493,30549.28
141492,25830.32
141491,29704.77
141490,24689.58
141499,20785.77
141498,25961.18
141497,29495.11
141496,27797.1
141495,24305.37
141504,30490.9
141503,28254.1
141502,26573.88
141501,35403.59
141500,27760.15
141512,29187.48
141510,26999.11
141508,30991.06
141507,23160.86
141505,27642.69
141520,27755.92
141519,28216.42
141516,22260.73
141515,24117.92
141513,23173.16
141526,16790.82
141524,21908.51
141523,18174.71
141522,22365.87
141521,24248.77
141531,20857.33
141530,25660.72
141529,26278.02
141528,22778.32
141527,19912.35
141538,26321.77
141537,31950.42
141534,29160.8
141533,23773.91
141532,284.83
141543,26618.31
141542,33177.32
141541,31540.98
141540,23163.61
141539,32295.18
141549,19732.73
141548,24770.98
141547,27828.92
141546,27710.86
141544,28909.08
141555,23911.7
141554,18162.7
141553,30892.05
141552,19106.03
141550,31008.01
141561,29495
141560,26735.94
141559,28628.56
141557,25614.78
141556,12248.21
141568,22744.09
